PYROEXPORT ROOT
RootFile, Data2208.root
HistTitle, hvt_2
XAxis, 
YAxis, 
NBins, 8192
DATA
lower bin edge, bin content, bin error 
2575, 8, 2.82843
2576, 3, 1.73205
2577, 7, 2.64575
2578, 7, 2.64575
2579, 3, 1.73205
2580, 2, 1.41421
2581, 2, 1.41421
2582, 4, 2
2583, 5, 2.23607
2584, 6, 2.44949
2585, 6, 2.44949
2586, 3, 1.73205
2587, 4, 2
2588, 2, 1.41421
2589, 7, 2.64575
2590, 3, 1.73205
2591, 3, 1.73205
2592, 6, 2.44949
2593, 2, 1.41421
2594, 4, 2
2595, 2, 1.41421
2596, 5, 2.23607
2597, 4, 2
2598, 1, 1
2599, 7, 2.64575
2600, 3, 1.73205
2601, 5, 2.23607
2602, 3, 1.73205
2603, 4, 2
2604, 0, 0
2605, 6, 2.44949
2606, 7, 2.64575
2607, 4, 2
2608, 3, 1.73205
2609, 10, 3.16228
2610, 8, 2.82843
2611, 5, 2.23607
2612, 4, 2
2613, 5, 2.23607
2614, 7, 2.64575
2615, 7, 2.64575
2616, 8, 2.82843
2617, 0, 0
2618, 3, 1.73205
2619, 2, 1.41421
2620, 0, 0
2621, 7, 2.64575
2622, 3, 1.73205
2623, 5, 2.23607
2624, 3, 1.73205
2625, 2, 1.41421
2626, 3, 1.73205
2627, 4, 2
2628, 4, 2
2629, 10, 3.16228
2630, 1, 1
2631, 3, 1.73205
2632, 6, 2.44949
2633, 3, 1.73205
2634, 7, 2.64575
2635, 3, 1.73205
2636, 2, 1.41421
2637, 1, 1
2638, 4, 2
2639, 4, 2
2640, 4, 2
2641, 4, 2
2642, 5, 2.23607
2643, 7, 2.64575
2644, 3, 1.73205
2645, 9, 3
2646, 6, 2.44949
2647, 4, 2
2648, 5, 2.23607
2649, 13, 3.60555
2650, 3, 1.73205
2651, 5, 2.23607
2652, 5, 2.23607
2653, 5, 2.23607
2654, 4, 2
2655, 4, 2
2656, 4, 2
2657, 4, 2
2658, 8, 2.82843
2659, 3, 1.73205
2660, 5, 2.23607
2661, 5, 2.23607
2662, 2, 1.41421
2663, 7, 2.64575
2664, 2, 1.41421
2665, 4, 2
2666, 5, 2.23607
2667, 5, 2.23607
2668, 5, 2.23607
2669, 3, 1.73205
2670, 4, 2
2671, 5, 2.23607
2672, 6, 2.44949
2673, 7, 2.64575
2674, 7, 2.64575
2675, 4, 2
2676, 8, 2.82843
2677, 6, 2.44949
2678, 5, 2.23607
2679, 1, 1
2680, 1, 1
2681, 1, 1
2682, 2, 1.41421
2683, 4, 2
2684, 5, 2.23607
2685, 7, 2.64575
2686, 2, 1.41421
2687, 7, 2.64575
2688, 8, 2.82843
2689, 4, 2
2690, 4, 2
2691, 4, 2
2692, 2, 1.41421
2693, 1, 1
2694, 6, 2.44949
2695, 6, 2.44949
2696, 4, 2
2697, 5, 2.23607
2698, 3, 1.73205
2699, 10, 3.16228
2700, 7, 2.64575
2701, 3, 1.73205
2702, 6, 2.44949
2703, 5, 2.23607
2704, 3, 1.73205
2705, 5, 2.23607
2706, 6, 2.44949
2707, 3, 1.73205
2708, 4, 2
2709, 2, 1.41421
2710, 4, 2
2711, 6, 2.44949
2712, 7, 2.64575
2713, 3, 1.73205
2714, 5, 2.23607
2715, 2, 1.41421
2716, 6, 2.44949
2717, 2, 1.41421
2718, 7, 2.64575
2719, 3, 1.73205
2720, 2, 1.41421
2721, 3, 1.73205
2722, 4, 2
2723, 7, 2.64575
2724, 6, 2.44949
2725, 7, 2.64575
2726, 4, 2
2727, 4, 2
2728, 5, 2.23607
2729, 4, 2
2730, 4, 2
2731, 5, 2.23607
2732, 2, 1.41421
2733, 7, 2.64575
2734, 4, 2
2735, 5, 2.23607
2736, 1, 1
2737, 5, 2.23607
2738, 4, 2
2739, 4, 2
2740, 3, 1.73205
2741, 5, 2.23607
2742, 3, 1.73205
2743, 3, 1.73205
2744, 10, 3.16228
2745, 4, 2
2746, 2, 1.41421
2747, 4, 2
2748, 2, 1.41421
2749, 7, 2.64575
2750, 3, 1.73205
2751, 5, 2.23607
2752, 3, 1.73205
2753, 3, 1.73205
2754, 3, 1.73205
2755, 6, 2.44949
2756, 9, 3
2757, 2, 1.41421
2758, 2, 1.41421
2759, 5, 2.23607
2760, 5, 2.23607
2761, 3, 1.73205
2762, 2, 1.41421
2763, 4, 2
2764, 3, 1.73205
2765, 7, 2.64575
2766, 4, 2
2767, 7, 2.64575
2768, 0, 0
2769, 2, 1.41421
2770, 5, 2.23607
2771, 10, 3.16228
2772, 4, 2
2773, 3, 1.73205
2774, 5, 2.23607
2775, 4, 2
2776, 9, 3
2777, 5, 2.23607
2778, 2, 1.41421
2779, 1, 1
2780, 4, 2
2781, 5, 2.23607
2782, 3, 1.73205
2783, 5, 2.23607
2784, 6, 2.44949
2785, 5, 2.23607
2786, 2, 1.41421
2787, 1, 1
2788, 6, 2.44949
2789, 1, 1
2790, 4, 2
2791, 6, 2.44949
2792, 4, 2
2793, 4, 2
2794, 4, 2
2795, 7, 2.64575
2796, 2, 1.41421
2797, 5, 2.23607
2798, 3, 1.73205
2799, 5, 2.23607
2800, 6, 2.44949
2801, 7, 2.64575
2802, 6, 2.44949
2803, 4, 2
2804, 4, 2
2805, 4, 2
2806, 2, 1.41421
2807, 5, 2.23607
2808, 8, 2.82843
2809, 8, 2.82843
2810, 8, 2.82843
2811, 5, 2.23607
2812, 2, 1.41421
2813, 2, 1.41421
2814, 4, 2
2815, 3, 1.73205
2816, 2, 1.41421
2817, 4, 2
2818, 2, 1.41421
2819, 2, 1.41421
2820, 3, 1.73205
2821, 3, 1.73205
2822, 3, 1.73205
2823, 5, 2.23607
2824, 1, 1
2825, 1, 1
2826, 4, 2
2827, 4, 2
2828, 3, 1.73205
2829, 6, 2.44949
2830, 5, 2.23607
2831, 1, 1
2832, 3, 1.73205
2833, 4, 2
2834, 3, 1.73205
2835, 1, 1
2836, 2, 1.41421
2837, 3, 1.73205
2838, 4, 2
2839, 8, 2.82843
2840, 4, 2
2841, 4, 2
2842, 2, 1.41421
2843, 2, 1.41421
2844, 3, 1.73205
2845, 5, 2.23607
2846, 5, 2.23607
2847, 7, 2.64575
2848, 6, 2.44949
2849, 4, 2
2850, 4, 2
2851, 5, 2.23607
2852, 6, 2.44949
2853, 4, 2
2854, 4, 2
2855, 2, 1.41421
2856, 3, 1.73205
2857, 3, 1.73205
2858, 7, 2.64575
2859, 4, 2
2860, 4, 2
2861, 5, 2.23607
2862, 1, 1
2863, 6, 2.44949
2864, 4, 2
2865, 5, 2.23607
2866, 4, 2
2867, 3, 1.73205
2868, 1, 1
2869, 6, 2.44949
2870, 5, 2.23607
2871, 6, 2.44949
2872, 7, 2.64575
2873, 2, 1.41421
2874, 6, 2.44949
2875, 3, 1.73205
2876, 4, 2
2877, 3, 1.73205
2878, 4, 2
2879, 5, 2.23607
2880, 2, 1.41421
2881, 4, 2
2882, 2, 1.41421
2883, 3, 1.73205
2884, 7, 2.64575
2885, 5, 2.23607
2886, 2, 1.41421
2887, 2, 1.41421
2888, 6, 2.44949
2889, 1, 1
2890, 3, 1.73205
2891, 4, 2
2892, 2, 1.41421
2893, 5, 2.23607
2894, 2, 1.41421
2895, 4, 2
2896, 8, 2.82843
2897, 6, 2.44949
2898, 4, 2
2899, 2, 1.41421
2900, 2, 1.41421
2901, 0, 0
2902, 3, 1.73205
2903, 3, 1.73205
2904, 3, 1.73205
2905, 2, 1.41421
2906, 4, 2
2907, 2, 1.41421
2908, 3, 1.73205
2909, 8, 2.82843
2910, 6, 2.44949
2911, 4, 2
2912, 5, 2.23607
2913, 4, 2
2914, 5, 2.23607
2915, 8, 2.82843
2916, 3, 1.73205
2917, 4, 2
2918, 5, 2.23607
2919, 0, 0
2920, 10, 3.16228
2921, 8, 2.82843
2922, 7, 2.64575
2923, 6, 2.44949
2924, 5, 2.23607
2925, 2, 1.41421
2926, 4, 2
2927, 4, 2
2928, 5, 2.23607
2929, 3, 1.73205
2930, 3, 1.73205
2931, 7, 2.64575
2932, 4, 2
2933, 2, 1.41421
2934, 4, 2
2935, 3, 1.73205
2936, 4, 2
2937, 2, 1.41421
2938, 6, 2.44949
2939, 1, 1
2940, 6, 2.44949
2941, 5, 2.23607
2942, 9, 3
2943, 2, 1.41421
2944, 2, 1.41421
2945, 4, 2
2946, 3, 1.73205
2947, 4, 2
2948, 1, 1
2949, 1, 1
2950, 2, 1.41421
2951, 6, 2.44949
2952, 9, 3
2953, 7, 2.64575
2954, 4, 2
2955, 1, 1
2956, 5, 2.23607
2957, 4, 2
2958, 4, 2
2959, 8, 2.82843
2960, 2, 1.41421
2961, 5, 2.23607
2962, 6, 2.44949
2963, 4, 2
2964, 1, 1
2965, 2, 1.41421
2966, 5, 2.23607
2967, 8, 2.82843
2968, 2, 1.41421
2969, 5, 2.23607
2970, 4, 2
2971, 6, 2.44949
2972, 6, 2.44949
2973, 8, 2.82843
2974, 3, 1.73205
2975, 6, 2.44949
2976, 3, 1.73205
2977, 2, 1.41421
2978, 4, 2
2979, 3, 1.73205
2980, 5, 2.23607
2981, 5, 2.23607
2982, 6, 2.44949
2983, 7, 2.64575
2984, 7, 2.64575
2985, 4, 2
2986, 6, 2.44949
2987, 3, 1.73205
2988, 7, 2.64575
2989, 5, 2.23607
2990, 2, 1.41421
2991, 4, 2
2992, 5, 2.23607
2993, 4, 2
2994, 7, 2.64575
2995, 0, 0
2996, 2, 1.41421
2997, 9, 3
2998, 3, 1.73205
2999, 8, 2.82843
3000, 2, 1.41421
3001, 1, 1
3002, 4, 2
3003, 5, 2.23607
3004, 2, 1.41421
3005, 7, 2.64575
3006, 2, 1.41421
3007, 2, 1.41421
3008, 2, 1.41421
3009, 2, 1.41421
3010, 3, 1.73205
3011, 2, 1.41421
3012, 8, 2.82843
3013, 2, 1.41421
3014, 1, 1
3015, 3, 1.73205
3016, 7, 2.64575
3017, 5, 2.23607
3018, 3, 1.73205
3019, 3, 1.73205
3020, 9, 3
3021, 3, 1.73205
3022, 10, 3.16228
3023, 1, 1
3024, 5, 2.23607
3025, 4, 2
3026, 4, 2
3027, 7, 2.64575
3028, 5, 2.23607
3029, 1, 1
3030, 4, 2
3031, 3, 1.73205
3032, 4, 2
3033, 5, 2.23607
3034, 7, 2.64575
3035, 7, 2.64575
3036, 8, 2.82843
3037, 4, 2
3038, 3, 1.73205
3039, 2, 1.41421
3040, 2, 1.41421
3041, 1, 1
3042, 0, 0
3043, 2, 1.41421
3044, 0, 0
3045, 3, 1.73205
3046, 6, 2.44949
3047, 3, 1.73205
3048, 5, 2.23607
3049, 3, 1.73205
3050, 9, 3
3051, 3, 1.73205
3052, 7, 2.64575
3053, 9, 3
3054, 5, 2.23607
3055, 4, 2
3056, 4, 2
3057, 6, 2.44949
3058, 3, 1.73205
3059, 6, 2.44949
3060, 2, 1.41421
3061, 9, 3
3062, 1, 1
3063, 6, 2.44949
3064, 6, 2.44949
3065, 3, 1.73205
3066, 4, 2
3067, 4, 2
3068, 4, 2
3069, 7, 2.64575
3070, 1, 1
3071, 7, 2.64575
3072, 6, 2.44949
3073, 5, 2.23607
3074, 4, 2
3075, 2, 1.41421
3076, 2, 1.41421
3077, 5, 2.23607
3078, 2, 1.41421
3079, 1, 1
3080, 4, 2
3081, 5, 2.23607
3082, 3, 1.73205
3083, 2, 1.41421
3084, 3, 1.73205
3085, 3, 1.73205
3086, 3, 1.73205
3087, 3, 1.73205
3088, 4, 2
3089, 2, 1.41421
3090, 7, 2.64575
3091, 2, 1.41421
3092, 5, 2.23607
3093, 3, 1.73205
3094, 3, 1.73205
3095, 5, 2.23607
3096, 4, 2
3097, 3, 1.73205
3098, 5, 2.23607
3099, 1, 1
3100, 5, 2.23607
3101, 2, 1.41421
3102, 3, 1.73205
3103, 2, 1.41421
3104, 5, 2.23607
3105, 5, 2.23607
3106, 9, 3
3107, 5, 2.23607
3108, 5, 2.23607
3109, 5, 2.23607
3110, 5, 2.23607
3111, 6, 2.44949
3112, 3, 1.73205
3113, 4, 2
3114, 4, 2
3115, 3, 1.73205
3116, 6, 2.44949
3117, 2, 1.41421
3118, 1, 1
3119, 5, 2.23607
3120, 5, 2.23607
3121, 6, 2.44949
3122, 3, 1.73205
3123, 3, 1.73205
3124, 5, 2.23607
3125, 1, 1
3126, 4, 2
3127, 6, 2.44949
3128, 5, 2.23607
3129, 6, 2.44949
3130, 4, 2
3131, 3, 1.73205
3132, 4, 2
3133, 2, 1.41421
3134, 6, 2.44949
3135, 3, 1.73205
3136, 8, 2.82843
3137, 4, 2
3138, 7, 2.64575
3139, 6, 2.44949
3140, 3, 1.73205
3141, 3, 1.73205
3142, 3, 1.73205
3143, 4, 2
3144, 6, 2.44949
3145, 4, 2
3146, 4, 2
3147, 6, 2.44949
3148, 1, 1
3149, 3, 1.73205
3150, 3, 1.73205
3151, 3, 1.73205
3152, 3, 1.73205
3153, 3, 1.73205
3154, 4, 2
3155, 7, 2.64575
3156, 3, 1.73205
3157, 0, 0
3158, 8, 2.82843
3159, 3, 1.73205
3160, 7, 2.64575
3161, 10, 3.16228
3162, 6, 2.44949
3163, 2, 1.41421
3164, 3, 1.73205
3165, 5, 2.23607
3166, 3, 1.73205
3167, 1, 1
3168, 3, 1.73205
3169, 6, 2.44949
3170, 2, 1.41421
3171, 4, 2
3172, 5, 2.23607
3173, 1, 1
3174, 6, 2.44949
3175, 1, 1
3176, 5, 2.23607
3177, 3, 1.73205
3178, 4, 2
3179, 2, 1.41421
3180, 5, 2.23607
3181, 2, 1.41421
3182, 4, 2
3183, 6, 2.44949
3184, 2, 1.41421
3185, 6, 2.44949
3186, 3, 1.73205
3187, 6, 2.44949
3188, 9, 3
3189, 2, 1.41421
3190, 4, 2
3191, 3, 1.73205
3192, 5, 2.23607
3193, 8, 2.82843
3194, 5, 2.23607
3195, 4, 2
3196, 3, 1.73205
3197, 7, 2.64575
3198, 3, 1.73205
3199, 0, 0
3200, 5, 2.23607
3201, 4, 2
3202, 6, 2.44949
3203, 2, 1.41421
3204, 3, 1.73205
3205, 2, 1.41421
3206, 7, 2.64575
3207, 7, 2.64575
3208, 5, 2.23607
3209, 7, 2.64575
3210, 6, 2.44949
3211, 3, 1.73205
3212, 8, 2.82843
3213, 2, 1.41421
3214, 3, 1.73205
3215, 6, 2.44949
3216, 6, 2.44949
3217, 5, 2.23607
3218, 5, 2.23607
3219, 6, 2.44949
3220, 3, 1.73205
3221, 3, 1.73205
3222, 2, 1.41421
3223, 7, 2.64575
3224, 5, 2.23607
3225, 2, 1.41421
3226, 6, 2.44949
3227, 3, 1.73205
3228, 3, 1.73205
3229, 5, 2.23607
3230, 3, 1.73205
3231, 3, 1.73205
3232, 2, 1.41421
3233, 9, 3
3234, 2, 1.41421
3235, 4, 2
3236, 5, 2.23607
3237, 4, 2
3238, 5, 2.23607
3239, 1, 1
3240, 6, 2.44949
3241, 6, 2.44949
3242, 1, 1
3243, 1, 1
3244, 1, 1
3245, 6, 2.44949
3246, 4, 2
3247, 3, 1.73205
3248, 5, 2.23607
3249, 2, 1.41421
3250, 5, 2.23607
3251, 6, 2.44949
3252, 0, 0
3253, 2, 1.41421
3254, 3, 1.73205
3255, 3, 1.73205
3256, 3, 1.73205
3257, 2, 1.41421
3258, 8, 2.82843
3259, 3, 1.73205
3260, 8, 2.82843
3261, 5, 2.23607
3262, 6, 2.44949
3263, 3, 1.73205
3264, 3, 1.73205
3265, 7, 2.64575
3266, 3, 1.73205
3267, 3, 1.73205
3268, 4, 2
3269, 4, 2
3270, 5, 2.23607
3271, 7, 2.64575
3272, 3, 1.73205
3273, 1, 1
3274, 5, 2.23607
3275, 4, 2
3276, 3, 1.73205
3277, 5, 2.23607
3278, 3, 1.73205
3279, 6, 2.44949
3280, 7, 2.64575
3281, 1, 1
3282, 8, 2.82843
3283, 2, 1.41421
3284, 3, 1.73205
3285, 6, 2.44949
3286, 9, 3
3287, 3, 1.73205
3288, 6, 2.44949
3289, 1, 1
3290, 5, 2.23607
3291, 6, 2.44949
3292, 5, 2.23607
3293, 4, 2
3294, 5, 2.23607
3295, 5, 2.23607
3296, 8, 2.82843
3297, 5, 2.23607
3298, 3, 1.73205
3299, 7, 2.64575
3300, 1, 1
3301, 2, 1.41421
3302, 3, 1.73205
3303, 0, 0
3304, 4, 2
3305, 3, 1.73205
3306, 2, 1.41421
3307, 6, 2.44949
3308, 2, 1.41421
3309, 4, 2
3310, 4, 2
3311, 2, 1.41421
3312, 6, 2.44949
3313, 2, 1.41421
3314, 2, 1.41421
3315, 5, 2.23607
3316, 5, 2.23607
3317, 5, 2.23607
3318, 5, 2.23607
3319, 8, 2.82843
3320, 4, 2
3321, 4, 2
3322, 5, 2.23607
3323, 3, 1.73205
3324, 7, 2.64575
3325, 3, 1.73205
3326, 3, 1.73205
3327, 6, 2.44949
3328, 3, 1.73205
3329, 5, 2.23607
3330, 4, 2
3331, 3, 1.73205
3332, 5, 2.23607
3333, 7, 2.64575
3334, 7, 2.64575
3335, 4, 2
3336, 5, 2.23607
3337, 5, 2.23607
3338, 8, 2.82843
3339, 5, 2.23607
3340, 5, 2.23607
3341, 2, 1.41421
3342, 4, 2
3343, 3, 1.73205
3344, 5, 2.23607
3345, 8, 2.82843
3346, 4, 2
3347, 3, 1.73205
3348, 5, 2.23607
3349, 4, 2
3350, 5, 2.23607
3351, 2, 1.41421
3352, 2, 1.41421
3353, 2, 1.41421
3354, 6, 2.44949
3355, 0, 0
3356, 5, 2.23607
3357, 4, 2
3358, 2, 1.41421
3359, 5, 2.23607
3360, 4, 2
3361, 3, 1.73205
3362, 5, 2.23607
3363, 10, 3.16228
3364, 6, 2.44949
3365, 5, 2.23607
3366, 3, 1.73205
3367, 5, 2.23607
3368, 5, 2.23607
3369, 5, 2.23607
3370, 3, 1.73205
3371, 5, 2.23607
3372, 4, 2
3373, 4, 2
3374, 4, 2
3375, 2, 1.41421
3376, 4, 2
3377, 2, 1.41421
3378, 3, 1.73205
3379, 3, 1.73205
3380, 5, 2.23607
3381, 2, 1.41421
3382, 3, 1.73205
3383, 6, 2.44949
3384, 2, 1.41421
3385, 7, 2.64575
3386, 6, 2.44949
3387, 7, 2.64575
3388, 2, 1.41421
3389, 5, 2.23607
3390, 4, 2
3391, 3, 1.73205
3392, 8, 2.82843
3393, 4, 2
3394, 5, 2.23607
3395, 0, 0
3396, 3, 1.73205
3397, 6, 2.44949
3398, 8, 2.82843
3399, 2, 1.41421
3400, 6, 2.44949
3401, 6, 2.44949
3402, 7, 2.64575
3403, 7, 2.64575
3404, 3, 1.73205
3405, 9, 3
3406, 6, 2.44949
3407, 3, 1.73205
3408, 5, 2.23607
3409, 6, 2.44949
3410, 5, 2.23607
3411, 7, 2.64575
3412, 2, 1.41421
3413, 2, 1.41421
3414, 7, 2.64575
3415, 3, 1.73205
3416, 5, 2.23607
3417, 2, 1.41421
3418, 4, 2
3419, 5, 2.23607
3420, 3, 1.73205
3421, 4, 2
3422, 2, 1.41421
3423, 5, 2.23607
3424, 6, 2.44949
3425, 4, 2
3426, 8, 2.82843
3427, 4, 2
3428, 8, 2.82843
3429, 3, 1.73205
3430, 0, 0
3431, 1, 1
3432, 5, 2.23607
3433, 3, 1.73205
3434, 5, 2.23607
3435, 6, 2.44949
3436, 6, 2.44949
3437, 9, 3
3438, 6, 2.44949
3439, 3, 1.73205
3440, 10, 3.16228
3441, 4, 2
3442, 6, 2.44949
3443, 6, 2.44949
3444, 2, 1.41421
3445, 1, 1
3446, 2, 1.41421
3447, 6, 2.44949
3448, 6, 2.44949
3449, 3, 1.73205
3450, 3, 1.73205
3451, 7, 2.64575
3452, 5, 2.23607
3453, 3, 1.73205
3454, 9, 3
3455, 4, 2
3456, 4, 2
3457, 2, 1.41421
3458, 2, 1.41421
3459, 2, 1.41421
3460, 3, 1.73205
3461, 6, 2.44949
3462, 1, 1
3463, 4, 2
3464, 10, 3.16228
3465, 4, 2
3466, 6, 2.44949
3467, 4, 2
3468, 5, 2.23607
3469, 2, 1.41421
3470, 5, 2.23607
3471, 2, 1.41421
3472, 7, 2.64575
3473, 4, 2
3474, 4, 2
3475, 5, 2.23607
3476, 4, 2
3477, 6, 2.44949
3478, 5, 2.23607
3479, 3, 1.73205
3480, 6, 2.44949
3481, 6, 2.44949
3482, 4, 2
3483, 3, 1.73205
3484, 3, 1.73205
3485, 6, 2.44949
3486, 5, 2.23607
3487, 2, 1.41421
3488, 4, 2
3489, 7, 2.64575
3490, 9, 3
3491, 8, 2.82843
3492, 6, 2.44949
3493, 1, 1
3494, 6, 2.44949
3495, 5, 2.23607
3496, 6, 2.44949
3497, 5, 2.23607
3498, 5, 2.23607
3499, 0, 0
3500, 3, 1.73205
3501, 2, 1.41421
3502, 6, 2.44949
3503, 5, 2.23607
3504, 5, 2.23607
3505, 7, 2.64575
3506, 7, 2.64575
3507, 3, 1.73205
3508, 4, 2
3509, 2, 1.41421
3510, 3, 1.73205
3511, 8, 2.82843
3512, 1, 1
3513, 2, 1.41421
3514, 6, 2.44949
3515, 1, 1
3516, 7, 2.64575
3517, 5, 2.23607
3518, 5, 2.23607
3519, 5, 2.23607
3520, 2, 1.41421
3521, 7, 2.64575
3522, 6, 2.44949
3523, 7, 2.64575
3524, 4, 2
3525, 5, 2.23607
3526, 4, 2
3527, 4, 2
3528, 4, 2
3529, 6, 2.44949
3530, 2, 1.41421
3531, 3, 1.73205
3532, 5, 2.23607
3533, 2, 1.41421
3534, 1, 1
3535, 5, 2.23607
3536, 5, 2.23607
3537, 0, 0
3538, 5, 2.23607
3539, 2, 1.41421
3540, 4, 2
3541, 4, 2
3542, 2, 1.41421
3543, 1, 1
3544, 3, 1.73205
3545, 5, 2.23607
3546, 6, 2.44949
3547, 4, 2
3548, 3, 1.73205
3549, 5, 2.23607
3550, 5, 2.23607
3551, 5, 2.23607
3552, 5, 2.23607
3553, 6, 2.44949
3554, 2, 1.41421
3555, 2, 1.41421
3556, 3, 1.73205
3557, 1, 1
3558, 6, 2.44949
3559, 5, 2.23607
3560, 7, 2.64575
3561, 8, 2.82843
3562, 4, 2
3563, 2, 1.41421
3564, 3, 1.73205
3565, 1, 1
3566, 4, 2
3567, 6, 2.44949
3568, 3, 1.73205
3569, 5, 2.23607
3570, 6, 2.44949
3571, 4, 2
3572, 6, 2.44949
3573, 3, 1.73205
3574, 3, 1.73205
3575, 2, 1.41421
3576, 6, 2.44949
3577, 5, 2.23607
3578, 3, 1.73205
3579, 6, 2.44949
3580, 7, 2.64575
3581, 6, 2.44949
3582, 1, 1
3583, 6, 2.44949
3584, 4, 2
3585, 4, 2
3586, 3, 1.73205
3587, 4, 2
3588, 1, 1
3589, 2, 1.41421
3590, 5, 2.23607
3591, 6, 2.44949
3592, 9, 3
3593, 7, 2.64575
3594, 3, 1.73205
3595, 5, 2.23607
3596, 9, 3
3597, 1, 1
3598, 2, 1.41421
3599, 2, 1.41421
3600, 4, 2
3601, 5, 2.23607
3602, 6, 2.44949
3603, 4, 2
3604, 6, 2.44949
3605, 7, 2.64575
3606, 2, 1.41421
3607, 6, 2.44949
3608, 6, 2.44949
3609, 3, 1.73205
3610, 5, 2.23607
3611, 10, 3.16228
3612, 2, 1.41421
3613, 8, 2.82843
3614, 10, 3.16228
3615, 5, 2.23607
3616, 4, 2
3617, 3, 1.73205
3618, 3, 1.73205
3619, 6, 2.44949
3620, 1, 1
3621, 2, 1.41421
3622, 1, 1
3623, 4, 2
3624, 8, 2.82843
3625, 6, 2.44949
3626, 5, 2.23607
3627, 4, 2
3628, 2, 1.41421
3629, 1, 1
3630, 7, 2.64575
3631, 7, 2.64575
3632, 5, 2.23607
3633, 7, 2.64575
3634, 7, 2.64575
3635, 4, 2
3636, 1, 1
3637, 3, 1.73205
3638, 4, 2
3639, 4, 2
3640, 4, 2
3641, 5, 2.23607
3642, 3, 1.73205
3643, 4, 2
3644, 8, 2.82843
3645, 3, 1.73205
3646, 7, 2.64575
3647, 5, 2.23607
3648, 4, 2
3649, 2, 1.41421
3650, 3, 1.73205
3651, 4, 2
3652, 1, 1
3653, 1, 1
3654, 8, 2.82843
3655, 4, 2
3656, 3, 1.73205
3657, 4, 2
3658, 4, 2
3659, 6, 2.44949
3660, 2, 1.41421
3661, 3, 1.73205
3662, 6, 2.44949
3663, 3, 1.73205
3664, 4, 2
3665, 6, 2.44949
3666, 1, 1
3667, 2, 1.41421
3668, 4, 2
3669, 4, 2
3670, 6, 2.44949
3671, 4, 2
3672, 4, 2
3673, 3, 1.73205
3674, 3, 1.73205
3675, 3, 1.73205
3676, 2, 1.41421
3677, 8, 2.82843
3678, 3, 1.73205
3679, 1, 1
3680, 8, 2.82843
3681, 3, 1.73205
3682, 2, 1.41421
3683, 3, 1.73205
3684, 3, 1.73205
3685, 3, 1.73205
3686, 10, 3.16228
3687, 6, 2.44949
3688, 7, 2.64575
3689, 3, 1.73205
3690, 2, 1.41421
3691, 2, 1.41421
3692, 5, 2.23607
3693, 7, 2.64575
3694, 9, 3
3695, 2, 1.41421
3696, 2, 1.41421
3697, 3, 1.73205
3698, 2, 1.41421
3699, 5, 2.23607
3700, 2, 1.41421
3701, 2, 1.41421
3702, 5, 2.23607
3703, 1, 1
3704, 3, 1.73205
3705, 4, 2
3706, 4, 2
3707, 2, 1.41421
3708, 5, 2.23607
3709, 1, 1
3710, 4, 2
3711, 7, 2.64575
3712, 2, 1.41421
3713, 7, 2.64575
3714, 5, 2.23607
3715, 5, 2.23607
3716, 7, 2.64575
3717, 2, 1.41421
3718, 3, 1.73205
3719, 6, 2.44949
3720, 3, 1.73205
3721, 6, 2.44949
3722, 4, 2
3723, 4, 2
3724, 6, 2.44949
3725, 4, 2
3726, 6, 2.44949
3727, 5, 2.23607
3728, 5, 2.23607
3729, 3, 1.73205
3730, 5, 2.23607
3731, 4, 2
3732, 1, 1
3733, 4, 2
3734, 6, 2.44949
3735, 5, 2.23607
3736, 6, 2.44949
3737, 5, 2.23607
3738, 6, 2.44949
3739, 4, 2
3740, 6, 2.44949
3741, 2, 1.41421
3742, 6, 2.44949
3743, 3, 1.73205
3744, 2, 1.41421
3745, 8, 2.82843
3746, 3, 1.73205
3747, 5, 2.23607
3748, 5, 2.23607
3749, 3, 1.73205
3750, 6, 2.44949
3751, 3, 1.73205
3752, 6, 2.44949
3753, 4, 2
3754, 6, 2.44949
3755, 6, 2.44949
3756, 8, 2.82843
3757, 2, 1.41421
3758, 4, 2
3759, 4, 2
3760, 4, 2
3761, 2, 1.41421
3762, 3, 1.73205
3763, 6, 2.44949
3764, 3, 1.73205
3765, 4, 2
3766, 3, 1.73205
3767, 4, 2
3768, 3, 1.73205
3769, 7, 2.64575
3770, 1, 1
3771, 2, 1.41421
3772, 9, 3
3773, 5, 2.23607
3774, 5, 2.23607
3775, 3, 1.73205
3776, 6, 2.44949
3777, 4, 2
3778, 4, 2
3779, 8, 2.82843
3780, 4, 2
3781, 3, 1.73205
3782, 7, 2.64575
3783, 4, 2
3784, 9, 3
3785, 8, 2.82843
3786, 2, 1.41421
3787, 4, 2
3788, 2, 1.41421
3789, 4, 2
3790, 5, 2.23607
3791, 5, 2.23607
3792, 3, 1.73205
3793, 5, 2.23607
3794, 2, 1.41421
3795, 7, 2.64575
3796, 5, 2.23607
3797, 3, 1.73205
3798, 4, 2
3799, 6, 2.44949
3800, 2, 1.41421
3801, 3, 1.73205
3802, 5, 2.23607
3803, 4, 2
3804, 4, 2
3805, 6, 2.44949
3806, 3, 1.73205
3807, 7, 2.64575
3808, 2, 1.41421
3809, 2, 1.41421
3810, 6, 2.44949
3811, 8, 2.82843
3812, 4, 2
3813, 3, 1.73205
3814, 7, 2.64575
3815, 4, 2
3816, 4, 2
3817, 3, 1.73205
3818, 4, 2
